CHEMICAL REVIEWS,CHEM REV,AMER CHEMICAL SOC,0009-2665,1520-6890,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"230,794",51.4,Q1,4.32,18.73%,Unnamed: 12
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,AMER CHEMICAL SOC,0001-4842,1520-4898,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"82,104",16.4,Q1,1.37,12.32%,
ACS Central Science,ACS CENTRAL SCI,AMER CHEMICAL SOC,2374-7943,2374-7951,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"18,783",12.7,Q1,2.72,72.39%,
ACS Earth and Space Chemistry,ACS EARTH SPACE CHEM,AMER CHEMICAL SOC,2472-3452,2472-3452,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"3,997",2.9,Q2,0.7,10.89%,
ACS Nano,ACS NANO,AMER CHEMICAL SOC,1936-0851,1936-086X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"227,757",15.8,Q1,2.42,10.55%,
ACS Omega,ACS OMEGA,AMER CHEMICAL SOC,2470-1343,2470-1343,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"72,245",3.7,Q2,0.67,70.65%,
ACS Organic & Inorganic Au,ACS ORG INORG AU,AMER CHEMICAL SOC,2694-247X,2694-247X,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,310,3.3,Q2,0.57,71.97%,
ACS Sensors,ACS SENSORS,AMER CHEMICAL SOC,2379-3694,2379-3694,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"20,803",8.2,Q1,1.44,10.59%,
ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,AMER CHEMICAL SOC,2168-0485,2168-0485,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"95,522",7.1,Q1,1.27,9.4%,
ACTA CHIMICA SINICA,ACTA CHIM SINICA,SCIENCE PRESS,0567-7351,,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"2,251",1.7,Q3,0.26,0.4%,
ACTA CHIMICA SLOVENICA,ACTA CHIM SLOV,SLOVENSKO KEMIJSKO DRUSTVO,1318-0207,1580-3155,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"1,803",1.2,Q3,0.23,90.94%,
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,ACTA CRYSTALLOGR C,INT UNION CRYSTALLOGRAPHY,2053-2296,2053-2296,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"10,308",0.7,Q4,0.24,21.48%,
ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,NATURE PUBL GROUP,1671-4083,1745-7254,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"15,928",6.9,Q1,1.43,11.43%,
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,WILEY-V C H VERLAG GMBH,1616-301X,1616-3028,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"250,260",18.5,Q1,2.74,13.91%,
ADVANCED MATERIALS,ADV MATER,WILEY-V C H VERLAG GMBH,0935-9648,1521-4095,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"392,263",27.4,Q1,4.09,18.14%,
AFINIDAD,AFINIDAD,Assoc Antics Alumnes Inst Quimic Sarria - AIQS,0001-9704,2339-9686,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,182,0.2,Q4,0.02,0%,
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,WILEY-V C H VERLAG GMBH,1433-7851,1521-3773,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"467,453",16.1,Q1,2.7,23.35%,
ARCHIV DER PHARMAZIE,ARCH PHARM,WILEY-V C H VERLAG GMBH,0365-6233,1521-4184,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"4,935",4.3,Q2,0.99,17%,
AUSTRALIAN JOURNAL OF CHEMISTRY,AUST J CHEM,CSIRO PUBLISHING,0004-9425,1445-0038,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"3,870",1.0,Q4,0.16,39.38%,
Accounts of Materials Research,ACCOUNTS MATER RES,AMER CHEMICAL SOC,,2643-6728,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"3,420",14.0,Q1,2.48,5.23%,
Acta Chemica Iasi,ACTA CHEM IASI,"ALEXANDRU IOAN CUZA UNIV PRESS, Alexandru Ioan Cuza Univ Iasi",2067-2438,2067-2446,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,75,0.4,Q4,0.06,100%,
Acta Chimica Slovaca,ACTA CHIM SLOVACA,SCIENDO,1337-978X,1339-3065,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,274,0.9,Q4,0.15,100%,
Acta Crystallographica A-Foundation and Advances,ACTA CRYSTALLOGR A,INT UNION CRYSTALLOGRAPHY,2053-2733,2053-2733,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"10,204",1.9,Q3,0.46,39.74%,
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,ACTA CRYSTALLOGR B,INT UNION CRYSTALLOGRAPHY,,2052-5206,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"10,964",1.3,Q3,0.56,28.57%,
Advanced Materials Interfaces,ADV MATER INTERFACES,WILEY,2196-7350,2196-7350,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"22,584",4.3,Q2,0.74,41.55%,
Advanced Science,ADV SCI,WILEY,,2198-3844,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"79,296",14.3,Q1,2.07,75.32%,
Aggregate,AGGREGATE,WILEY,,2692-4560,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"3,131",13.9,Q1,1.38,91.38%,
Applied Sciences-Basel,APPL SCI-BASEL,MDPI,,2076-3417,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"125,694",2.5,Q2,0.56,99.5%,
Arabian Journal of Chemistry,ARAB J CHEM,ELSEVIER,1878-5352,1878-5379,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"22,818",5.3,Q2,0.94,95.36%,
BIOCONJUGATE CHEMISTRY,BIOCONJUGATE CHEM,AMER CHEMICAL SOC,1043-1802,1520-4812,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"15,811",4.0,Q2,0.89,13.9%,
BMC Chemistry,BMC CHEM,BMC,,2661-801X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"1,862",4.3,Q2,0.71,100%,
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,B CHEM SOC ETHIOPIA,CHEM SOC ETHIOPIA,1011-3924,1726-801X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,997,1.3,Q3,0.23,98.01%,
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,B CHEM SOC JPN,CHEMICAL SOC JAPAN,0009-2673,1348-0634,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"10,694",3.3,Q2,0.46,1.03%,
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,B KOREAN CHEM SOC,WILEY-V C H VERLAG GMBH,0253-2964,1229-5949,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"5,144",2.3,Q3,0.32,3.04%,
Bulletin of the University of Karaganda-Chemistry,B UNIV KARAGANDA-CHE,KARAGANDA STATE UNIV,2518-718X,2663-4872,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,115,0.6,Q4,0.09,0%,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,,
CCS Chemistry,CCS CHEM,CHINESE CHEMICAL SOC,,2096-5745,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"8,221",9.4,Q1,2.07,52.34%,
